Account_Num,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
88606,BOWDLE HOSPITAL - CAH,8001 W 5TH  POST OFFICE BOX 556,BOWDLE,SD,57428,EDMUNDS,(605) 285-6146,Critical Access Hospitals,Government - Local
93761,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,(620) 251-1200,Acute Care Hospitals,Government - Local
26289,ALFRED I DUPONT HOSPITAL FOR CHILDREN,1600 ROCKLAND RD PO BOX 269,WILMINGTON,DE,19899,NEW CASTLE,(302) 651-4000,Childrens,Voluntary non-profit - Private
12880,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other
74747,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,HOWARD,(563) 547-2101,Critical Access Hospitals,Government - Local
91868,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,Acute Care Hospitals,Voluntary non-profit - Church
38809,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,MARION,(317) 962-5900,Acute Care Hospitals,Voluntary non-profit - Private
11514,GLENBEIGH HEALTH SOURCES,2863 STATE ROUTE 45,ROCK CREEK,OH,44084,ASHTABULA,(440) 563-3400,Acute Care Hospitals,Voluntary non-profit - Private
10813,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 686-9000,Psychiatric,Government - State
52387,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,(205) 877-1000,Acute Care Hospitals,Proprietary
94662,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,74804,POTTAWATOMIE,(405) 878-8110,Acute Care Hospitals,Voluntary non-profit - Private
22530,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,(318) 290-4395,Acute Care Hospitals,Proprietary
31464,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,(423) 431-1941,Acute Care Hospitals,Voluntary non-profit - Private
79667,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737,CAYEY,(787) 535-1001,Acute Care Hospitals,Voluntary non-profit - Private
68073,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,HENRYETTA,OK,74437,OKMULGEE,(918) 650-1511,Acute Care Hospitals,Proprietary
44763,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,79072,HALE,(806) 296-5531,Acute Care Hospitals,Voluntary non-profit - Private
63857,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,(570) 501-4000,Acute Care Hospitals,Government - Local
41427,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,(787) 933-1100,Acute Care Hospitals,Proprietary
27438,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private
55264,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,(212) 263-7300,Acute Care Hospitals,Voluntary non-profit - Private
68754,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,7018,ESSEX,(973) 266-4401,Acute Care Hospitals,Voluntary non-profit - Private
19984,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,(718) 245-3901,Acute Care Hospitals,Government - Local
28059,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,(928) 289-4691,Critical Access Hospitals,Voluntary non-profit - Private
13733,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private
64201,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,DENVER,CO,80204,DENVER,(303) 602-4930,Acute Care Hospitals,Government - State
82255,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,(336) 651-8100,Acute Care Hospitals,Government - Local
34525,MCLEOD HEALTH CLARENDON,10 EAST HOSPITAL STREET,MANNING,SC,29102,CLARENDON,(803) 435-8463,Acute Care Hospitals,Voluntary non-profit - Private
43938,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,UNION,(541) 963-8421,Critical Access Hospitals,Voluntary non-profit - Private
82390,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private
80166,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE",ALLIANCE,NE,69301,BOX BUTTE,(308) 762-6660,Critical Access Hospitals,Government - Local
30048,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,HARRIS,(713) 795-5025,Psychiatric,Proprietary
58850,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,POLK,(936) 327-4381,Acute Care Hospitals,Voluntary non-profit - Private
28318,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,LAMAR,(601) 268-8000,Acute Care Hospitals,Voluntary non-profit - Private
47637,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,(718) 262-6000,Acute Care Hospitals,Voluntary non-profit - Private
67914,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,(760) 366-3711,Acute Care Hospitals,Government - Hospital District or Authority
74961,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,(817) 641-2551,Acute Care Hospitals,Voluntary non-profit - Church
67167,DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,QUAY,(575) 461-7007,Critical Access Hospitals,Voluntary non-profit - Private
65371,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,CHILDRESS,(940) 937-6371,Acute Care Hospitals,Government - Hospital District or Authority
27661,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,WV,26175,TYLER,(304) 652-2611,Critical Access Hospitals,Government - Local
